part_number,name,manufacturer,category,existing_cost,existing_msrp,existing_retail
SUV-STEP-NERF-BLK,Nerf Bar - Black - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-NERF-CRM,Nerf Bar - Chrome - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-POWER-BLK,Power-Step - Black - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-POWER-CRM,Power-Step - Chrome - SUV,Universal,Step and Rocker Bars,0.01,0.01,0.01
ROCK-SLIDERS,Rock Sliders,Universal,Step and Rocker Bars,0.01,0.02,0.02
ROCK-SLIDERS-STEPS,Rock Sliders with Steps,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-RUNNING-BLK,Running Boards - black - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-RUNNING-CRM,Running Boards - Chrome - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-WHEEL-BLK,Wheel to Wheel - Black - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
SUV-STEP-WHEEL-CRM,Wheel to Wheel - Chrome - SUV,Universal,Step and Rocker Bars,0.01,0.02,0.02
LOWERING-KIT-AUTOS,Lowering kit for Cars,Universal,Suspension,0.01,0.02,0.02
LOWERING-KIT-SUV,Lowering kit for SUVs,Universal,Suspension,0.01,0.02,0.02
P5155983,Mopar Performance Strut Brace Kit,Chrysler,Suspension Accessories,581.00,775.00,775.00
P5155950,Strut Tower Brace - Front - 5.7L and 6.4L,Chrysler,Suspension Accessories,281.00,375.00,375.00
77072464,Strut Tower Caps,Chrysler,Suspension Accessories,124.00,165.00,165.00
PERFORMANCE-  TIRES-BEST-16,Best Performance Tires - 16 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-  TIRES-BEST-17,Best Performance Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-  TIRES-BEST-18,Best Performance Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-  TIRES-BEST-19,Best Performance Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-  TIRES-BEST-20,Best Performance Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-  TIRES-BEST-21,Best Performance Tires - 21 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-15,Best Radial Tires - 15 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-16,Best Radial Tires - 16 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-17,Best Radial Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-18,Best Radial Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-19,Best Radial Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-20,Best Radial Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-BEST-22,Best Radial Tires - 22 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-16,Better Performance Tires - 16 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-17,Better Performance Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-18,Better Performance Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-19,Better Performance Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-20,Better Performance Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-T  IRES-BETTER-21,Better Performance Tires - 21 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-15,Better Radial Tires - 15 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-16,Better Radial Tires - 16 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-17,Better Radial Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-18,Better Radial Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-19,Better Radial Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-20,Better Radial Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRE  S-BETTER-22,Better Radial Tires - 22 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-16,Good Performance Tires  - 16 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-17,Good Performance Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-18,Good Performance Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-19,Good Performance Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-20,Good Performance Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
PERFORMANCE-TIRES-21,Good Performance Tires - 21 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-15,Good Radial Tires - 15 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-16,Good Radial Tires - 16 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-17,Good Radial Tires - 17 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-18,Good Radial Tires - 18 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-19,Good Radial Tires - 19 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-20,Good Radial Tires - 20 inch,Universal,Tires,0.01,0.02,0.02
RADIAL-TIRES-22,Good Radial Tires - 22 inch,Universal,Tires,0.01,0.02,0.02
Takeoff,Tire Takeoff Credit,Universal,Tires,85.00,100.00,100.00
LRRU0173DU,Katzkin Leather Seat Cover - Deluxe Grade,Chrysler,Upholstery,1185.00,1495.00,1495.00
LRUF0152TI,Katzkin Leather Seat Cover - Installed - Two-Row Tuscany,Chrysler,Upholstery,1420.00,1775.00,1775.00
82215999AA,Seat Covers - 2nd-3rd Row - 7 Passenger - Stow-n-Go Seat - Black,Chrysler,Upholstery,514.00,693.00,693.00
2R-Leather,2 Row Leather,Leather - NEW,Upholstery,1399.99,2500.00,1700.00
3R-Leather,3 Row Leather,Leather - NEW,Upholstery,1699.99,3000.00,2000.00
82212508,Center Cap - 4 Piece - Mopar Logo,Chrysler,Wheel Accessories,39.95,57.30,57.30
82215721,Valve Stem Caps - 4 Piece - Blue Mopar Logo - Black,Chrysler,Wheel Accessories,16.20,23.85,23.85
82215722,Valve Stem Caps - 4 Piece - Silver Mopar Logo - Black,Chrysler,Wheel Accessories,16.20,23.85,23.85
82211462,Wheel Lock Kit with Key - 4 Piece - Chrome,Chrysler,Wheel Accessories,65.75,94.95,94.95
82210508AA,Wheel Lock Kit with Key - 4 Piece- Exposed Lug Nuts,Chrysler,Wheel Accessories,63.65,91.75,91.75
82212567AA,Wheel Lock with Key - 4 Piece - Chrome,Chrysler,Wheel Accessories,65.75,93.85,93.85
82212978AC,Wheel Lock with Key - 4 Piece - Chrome,Chrysler,Wheel Accessories,65.75,94.85,94.85
ALIGNMENT-CAR,4 Wheel Auto Alignment,Universal,Wheel Accessories,0.01,0.02,0.02
ALIGNMENT-PE  RFORMANCE-CAR,4 Wheel Performance Auto Alignment,Universal,Wheel Accessories,0.01,0.02,0.02
ALIGNMENT-SUV,4 Wheel SUV Alignment,Universal,Wheel Accessories,0.01,0.02,0.02
CENTER-CAPS,Center Caps,Universal,Wheel Accessories,0.01,0.02,0.02
LUG-NUTS,Lug Nuts,Universal,Wheel Accessories,0.01,0.02,0.02
NITROGEN-FILL,Nitrogen Filled Tires,Universal,Wheel Accessories,0.01,0.02,0.02
PurigeN98,Nitrogen Tire Fill,Universal,Wheel Accessories,29.95,50.00,50.00
PowderCoating18,Powder Wheel Coating - 18,Universal,Wheel Accessories,599.00,899.00,899.00
PowderCoating20,Powder Wheel Coating - 20,Universal,Wheel Accessories,699.00,999.00,999.00
TPMS-SENSOR,TPMS sensor,Universal,Wheel Accessories,0.01,0.02,0.02
82212396AB,5-Spoke Clad Wheels - Black Chrome Spinelle Finish,Chrysler,Wheels,1560.00,2112.00,2112.00
CERAMIC-SUNROOF,Ceramic Sunroof,Window Film,Window Tint,100.00,499.00,499.00
CERAMIC-CONV  ERTIBLE-FRONT,Ceramic Window Tint - Front,Window Film,Window Tint,100.00,499.00,199.00
CERAMIC-SEDAN-FRONT,Ceramic Window Tint - Front,Window Film,Window Tint,100.00,499.00,199.00
CERAMIC-SUV-FRONT,Ceramic Window Tint - Front,Window Film,Window Tint,110.00,499.00,209.00
CERAMIC-CONV  ERTIBLE-FULL,Ceramic Window Tint - Full,Window Film,Window Tint,300.00,699.00,499.00
CERAMIC-SEDAN-FULL,Ceramic Window Tint - Full,Window Film,Window Tint,340.00,699.00,569.00
CERAMIC-SUV-FULL,Ceramic Window Tint - Full,Window Film,Window Tint,400.00,699.00,599.00
CERAMIC-CON  VERTIBLE-WS,Ceramic Window Tint - Windshield Strip,Window Film,Window Tint,60.00,399.00,99.00
CERAMIC-SEDAN-WS,Ceramic Window Tint - Windshield Strip,Window Film,Window Tint,60.00,399.00,99.00
CERAMIC-SUV-WS,Ceramic Window Tint - Windshield Strip,Window Film,Window Tint,60.00,399.00,399.00
Ceramic-Windshield,Ceramic Windshield Tint,Window Film,Window Tint,180.00,499.00,499.00
Generic-Windshield,Generic Windshield Tint,Window Film,Window Tint,160.00,349.00,349.00
PANORAMIC-CE  RAMIC-SUNROOF,Panoramic Ceramic Sunroof,Window Film,Window Tint,280.00,499.00,499.00
Tint-Sunroof,Sunroof Window Tint,Window Film,Window Tint,80.00,249.00,249.00
New-Tintfrnt-Car,Window Tint - Front Two Windows,Window Film,Window Tint,80.00,140.00,159.00
New-Tintfrnt-SUV,Window Tint - Front Two Windows,Window Film,Window Tint,90.00,140.00,169.00
New-TintFull-Car,Window Tint - Full,Window Film,Window Tint,280.00,230.40,399.00
New-TintFull-SUV,Window Tint - Full,Window Film,Window Tint,320.00,322.00,399.00
New-tintWS-car,Window Tint - Windshield Strip,Window Film,Window Tint,40.00,185.90,70.00
New-tintWS-SUV,Window Tint - Windshield Strip,Window Film,Window Tint,40.00,185.90,70.00
68322213AA,Air Filter - 6.4L Engine,Dodge,Air Filters and Air Intakes,72.05,121.00,121.00
77072381,Cold Air Inlet Tube - 5.7L Engine,Dodge,Air Filters and Air Intakes,181.00,242.00,242.00
77070041,Cold Air Intake - 5.7L Engine,Dodge,Air Filters and Air Intakes,335.00,447.00,447.00
68198996AA,Cold Air Intake Filter - 3.6L Engine,Dodge,Air Filters and Air Intakes,45.05,75.10,75.10
68198995AA,Cold Air Intake Filter - 5.7L and 6.4L Engine,Dodge,Air Filters and Air Intakes,45.00,75.00,75.00
77070045AB,Cold Air Intake Kit - 3.6L Engine,Dodge,Air Filters and Air Intakes,385.00,514.00,514.00
77070044AD,Cold Air Intake Kit - 5.7L Engine,Dodge,Air Filters and Air Intakes,376.00,502.00,502.00
77070043AC,Cold Air Intake Kit - 6.4L Engine,Dodge,Air Filters and Air Intakes,346.00,462.00,462.00
68239826AA,Cold Air Intake System - 5.7L and 6.4L Engine,Dodge,Air Filters and Air Intakes,315.00,525.00,525.00
77072361AB,Cold Air Intake-5.7L Engine,Dodge,Air Filters and Air Intakes,383.00,511.00,511.00
77072385,Headlamp Duct Tube,Dodge,Air Filters and Air Intakes,41.45,60.00,60.00
68630845AA,Electronic Vehicle Tracking System,Dodge,Alarms Remote Starts and Recovery,119.00,499.00,499.00
82215097AC,Remote Start,Dodge,Alarms Remote Starts and Recovery,297.00,405.00,405.00
82215104AE,Remote Start,Dodge,Alarms Remote Starts and Recovery,471.00,629.00,629.00
82215693AB,Remote Start,Dodge,Alarms Remote Starts and Recovery,297.00,413.00,413.00
82216310AC,Remote Start,Dodge,Alarms Remote Starts and Recovery,494.00,661.00,661.00
82214914AB,Remote Start - Automatic,Dodge,Alarms Remote Starts and Recovery,221.00,373.00,373.00
82215575AB,Remote Start - Automatic transmission,Dodge,Alarms Remote Starts and Recovery,331.00,451.00,451.00
82215098AB,Remote Start Kit,Dodge,Alarms Remote Starts and Recovery,294.00,404.00,404.00
82214849AC,Remote Start Kit - Automatic Transmission,Dodge,Alarms Remote Starts and Recovery,308.00,429.00,429.00
82214050AC,Remote Start System,Dodge,Alarms Remote Starts and Recovery,303.00,417.00,417.00
82214847AC,Remote Start System,Dodge,Alarms Remote Starts and Recovery,303.00,417.00,417.00
82216067AC,Remote Start System,Dodge,Alarms Remote Starts and Recovery,471.00,629.00,629.00
68650462AA,CB Radio,Dodge,Audio and Sound,176.00,208.00,208.00
68654793AA,4K Connected Dash Camera,Dodge,Cameras Sensors and Mirrors,351.00,413.00,413.00
68650455AA,4K Connected Dual Dash Camera,Dodge,Cameras Sensors and Mirrors,351.00,413.00,413.00
68650461AA,Adhesive Camera Mount,Dodge,Cameras Sensors and Mirrors,25.75,30.85,30.85
68650460AA,Direct Wire Kit,Dodge,Cameras Sensors and Mirrors,25.75,30.85,30.85
68650459AA,Exterior View Plug-In Camera - Driving Assistance,Dodge,Cameras Sensors and Mirrors,70.05,82.40,82.40
68650458AA,Interior View Plug-In Camera - Driving Assistance,Dodge,Cameras Sensors and Mirrors,70.05,82.40,82.40
82212553AC,Rear View Backup Camera,Dodge,Cameras Sensors and Mirrors,397.00,672.00,672.00
68319193AA,Car Care Kits,Dodge,Clothing and Novelty,8.35,14.20,14.20
82212076AB,Fabric protector,Dodge,Clothing and Novelty,36.70,51.90,51.90
82212928,Key Fob Badges - 2 Piece - Mopar Logo,Dodge,Clothing and Novelty,6.50,9.75,9.75
82216212AA,Full Vehicle Cover - Challenger 1320 Logo - Gray,Dodge,Covers,602.00,811.00,811.00
82212309,Full Vehicle Cover - Charger Logo - Gray,Dodge,Covers,390.00,528.00,528.00
82215727,Full Vehicle Cover - Demon Logo,Dodge,Covers,390.00,528.00,528.00
82212310,Full Vehicle Cover - Dodge Logo - Gray,Dodge,Covers,390.00,528.00,528.00
82214815AB,Full Vehicle Cover - Hellcat Logo - Gray,Dodge,Covers,390.00,528.00,528.00
82214912AB,Full Vehicle Cover - Hellcat Logo - Gray,Dodge,Covers,390.00,528.00,528.00
82215095,Full Vehicle Cover - Outdoor - Daytona Logo,Dodge,Covers,390.00,528.00,528.00
82213348,Full Vehicle Cover - Viper Logo - Black Satin,Dodge,Covers,527.00,706.00,706.00
82213347,Full Vehicle Cover - Viper Logo - Blue Satin,Dodge,Covers,362.00,495.00,495.00
82213248,Full Vehicle Cover - Viper Logo - Gray,Dodge,Covers,614.00,823.00,823.00
82213240,Full Vehicle Cover - Viper Logo - Red Satin,Dodge,Covers,488.00,652.00,652.00
82215726,Full Vehicle Cover - Widebody - Challenger Logo,Dodge,Covers,390.00,528.00,528.00
82212546AC,Front Air Deflector - Tinted,Dodge,Deflectors,96.95,155.00,155.00
82212234,Side Window Air Deflector - 4 Piece - Tinted,Dodge,Deflectors,108.00,161.00,161.00
DEFLECTORS-4PIECE,Deflectors - 4 Piece - Black,Universal,Deflectors,0.01,0.02,139.99
DEFLECTORS-FRONT,Deflectors - Front - 2 Piece - Black,Universal,Deflectors,0.01,0.02,84.95
DEFLECTORS-HOOD,Deflectors - Hood  - Black,Universal,Deflectors,0.01,0.02,99.95
DEFLECTORS-REAR,Deflectors - Rear - 2 Piece - Black,Universal,Deflectors,0.01,0.02,84.95
DEFLECTORS-SUNROOF,Deflectors - Sunroof - Black,Universal,Deflectors,0.01,0.02,89.95
82213744AB,Door Sill Guards - 2 Piece - Front - Challenger Logo - Stainless Steel,Dodge,Door Sills and Interior Illumination,150.00,218.00,218.00
82212283AB,Door Sill Guards - 4 Piece - Charger Logo - Brushed Stainless Steel,Dodge,Door Sills and Interior Illumination,196.00,287.00,287.00
82212281,Door Sill Guards - 4 Piece - Durango Logo - Brushed Stainless Steel,Dodge,Door Sills and Interior Illumination,179.00,265.00,265.00
82212904,Door Sill Guards - 4 Piece - Mopar Logo,Dodge,Door Sills and Interior Illumination,179.00,265.00,265.00
82214273,Door Sill Guards - 4 Piece - SRT Logo - Stainless Steel,Dodge,Door Sills and Interior Illumination,179.00,265.00,265.00
82215309,Door Sill Guards - Hellcat Logo - Brushed Aluminum,Dodge,Door Sills and Interior Illumination,150.00,223.00,223.00
82215310AB,Door Sill Guards - Hellcat Logo - Chrome and Black Stainless Steel,Dodge,Door Sills and Interior Illumination,267.00,371.00,371.00
68679189AA,4-in-1 Battery Charger - CTEK CS Free,Dodge,Electronics,178.00,218.00,218.00
68679215AA,Battery Analyzer - CTEK,Dodge,Electronics,118.00,144.00,144.00
68679187AA,Battery Care Bundle - CTEK MXS 5.0,Dodge,Electronics,109.19,139.99,139.99
68679186AA,Battery Charger - CTEK CT5 Powersport,Dodge,Electronics,73.79,89.99,89.99
68679183AA,Battery Charger - CTEK D250SE,Dodge,Electronics,491.99,599.99,599.99
68679216AA,Battery Charger - CTEK Lithium US,Dodge,Electronics,102.49,124.99,124.99
68679201AA,Battery Charger - CTEK Multi US 7002,Dodge,Electronics,172.19,209.99,209.99
68679172AA,Battery Charger - CTEK MUS 4.3,Dodge,Electronics,127.00,155.00,155.00
68679179AA,Battery Charger - CTEK MXS 5.0,Dodge,Electronics,98.39,119.99,119.99
68679185AA,Battery Charger - CTEK PRO25S,Dodge,Electronics,368.99,449.99,449.99
68679184AA,Battery Charger - CTEK PRO25SE,Dodge,Electronics,409.99,499.99,499.99
68722792AA,Battery Charger - CTEK PRO25SE,Dodge,Electronics,423.29,509.99,509.99
68679181AA,Battery Charger - CTEK Time-To-Go,Dodge,Electronics,98.39,119.99,119.99
68679212AA,Battery Charger - CTEK US 0.8,Dodge,Electronics,53.29,64.99,64.99
68679174AA,Battery Charger Bumper Case - CTEK,Dodge,Electronics,16.39,19.99,19.99
68679175AA,Battery Charger Bumper Case - CTEK,Dodge,Electronics,24.59,29.99,29.99
68679176AA,Battery Charger Bumper Case - CTEK,Dodge,Electronics,49.19,59.99,59.99
68679214AA,Battery Charger Bumper Case - CTEK,Dodge,Electronics,24.59,29.99,29.99
68722791AA,Battery Charger Eyelet mount and Ready Sticker - CTEK 50 M6,Dodge,Electronics,298.00,403.00,403.00
68722790AA,Battery Charger Eyelet mount and Ready Sticker - CTEK 50 M8,Dodge,Electronics,298.00,403.00,403.00
68679197AA,Battery Charger Plug - CTEK Comfort Connect,Dodge,Electronics,24.59,29.99,29.99
68679193AA,Battery Charger Storage Case - CTEK CS,Dodge,Electronics,57.39,69.99,69.99
68679199AA,Battery Charger Wall Hanger - CTEK 300,Dodge,Electronics,32.79,39.99,39.99
68679173AA,Battery Charger Wall Mount - CTEK,Dodge,Electronics,24.59,29.99,29.99
68679188AA,Battery Charger Wall Mount - CTEK CS,Dodge,Electronics,49.19,59.99,59.99
68679177AA,Battery Sense Bluetooth Device - CTEK,Dodge,Electronics,64.90,76.00,76.00
68679180AA,Battery Tester - CTEK Pro,Dodge,Electronics,972.00,1220.00,1220.00
68679217AA,Cold Weather Battery Charger - CTEK MUS 4.3 Polar,Dodge,Electronics,155.79,189.99,189.99
68679198AA,Extension Cable - CTEK Comfort Connect,Dodge,Electronics,24.59,29.99,29.99
68632195AA,In-home Vehicle Charger - Level 1,Dodge,Electronics,226.00,257.00,257.00
82219081AD,In-Home Vehicle Charger - Level 2,Dodge,Electronics,566.00,629.00,629.00
82219155AC,In-Home Vehicle Charger - Level 2,Dodge,Electronics,584.00,649.00,649.00
68722794AA,In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 25 A - RedArc,Dodge,Electronics,489.00,573.60,573.60
68722795AA,In-Vehicle Core Battery Charger Monitor and Fuse Kit Package - 40 A - RedArc,Dodge,Electronics,533.00,623.60,623.60
68679204AA,Indicator Clamp - CTEK Comfort,Dodge,Electronics,24.59,29.99,29.99
68679203AA,Indicator Eyelet - CTEK Comfort,Dodge,Electronics,16.39,19.99,19.99
68679210AA,Indicator Eyelet - CTEK Comfort,Dodge,Electronics,16.39,19.99,19.99
68679202AA,Indicator Panel - CTEK Comfort,Dodge,Electronics,40.99,49.99,49.99
68679205AA,Indicator Panel - CTEK Comfort,Dodge,Electronics,40.99,49.99,49.99
68679206AA,Indicator Panel - CTEK Comfort,Dodge,Electronics,10.00,11.99,11.99
68679207AA,Indicator Pigtail - CTEK Comfort,Dodge,Electronics,16.39,19.99,19.99
68679213AA,Indicator Plug - CTEK Comfort,Dodge,Electronics,32.79,39.99,39.99
68679200AA,M10 Eyelet Connector - CTEK Comfort Connect,Dodge,Electronics,8.19,9.99,9.99
68679195AA,M6 Eyelet Connector - CTEK Comfort Connect,Dodge,Electronics,8.19,9.99,9.99
68679196AA,M8 Eyelet Connector - CTEK Comfort Connect,Dodge,Electronics,8.19,9.99,9.99
68679209AA,Mobile Test Station - CTEK Trolley Pro,Dodge,Electronics,356.69,434.99,434.99
68722797AA,Monocrystalline Fixed Solar Panel - 120 W - RedArc,Dodge,Electronics,507.26,576.43,576.43
68723766AA,Monocrystalline Fixed Solar Panel - 180 W - RedArc,Dodge,Electronics,479.00,545.00,545.00
68722799AA,Monocrystalline Fixed Solar Panel - 50 W - RedArc,Dodge,Electronics,190.00,240.39,240.39
68722800AA,Monocrystalline Fixed Solar Panel - 80 W - RedArc,Dodge,Electronics,286.00,347.39,347.39
68722801AA,Monocrystalline Portable Folding Solar Panel - 120 W - RedArc,Dodge,Electronics,343.00,411.39,411.39
68722798AA,Monocrystalline Portable Folding Solar Panel - 200 W - RedArc,Dodge,Electronics,729.00,840.43,840.43
68707773AA,Onboard Battery Charger - SMARTPASS 120S - CTEK,Dodge,Electronics,491.99,599.99,599.99
68679211AA,Plug Adapter - CTEK Comfort Connect,Dodge,Electronics,6.71,7.99,7.99
68650472AA,Power Inverter Remote On-Off Controller,Dodge,Electronics,52.55,61.80,61.80
68679208AA,Socket - CTEK,Dodge,Electronics,24.59,29.99,29.99
68679190AA,Solar Panel Charge Kit - CTEK CS Free,Dodge,Electronics,178.00,218.00,218.00
82214455AB,Trunk Fan,Dodge,Electronics,89.00,128.00,128.00
68679191AA,USB-C Charge Cable - CTEK CS Free,Dodge,Electronics,49.19,59.99,59.99
68679192AA,USB-C Charge Cable Clamp - CTEK CS Free,Dodge,Electronics,36.89,44.99,44.99
82213176AC,Wireless Headphone Set,Dodge,Electronics,179.00,267.00,267.00
77072479,Cat-Back Exhaust System with Tip - 5.7L HEMi Engine,Dodge,Exhaust,1276.00,1595.00,1595.00
77072487,Cat-Back Exhaust System with Tip - Stainless steel - 6.4L,Dodge,Exhaust,1276.00,1595.00,1595.00
P5156280,Cat-Back Exhaust Systems - 1.4L Engine,Dodge,Exhaust,703.15,995.00,995.00
P5156165,Cat-Back Exhaust Systems - 2.4L Engine,Dodge,Exhaust,901.08,1195.00,1195.00
P5160040AB,Dual Cat-Back Exhaust Systems - 5.7L,Dodge,Exhaust,1046.00,1395.00,1395.00
